time,heating_kw,ecs_kw,total_kw
2023-01-15 12:00:00,5364.943058417886,1881.85502283105,7246.798081248937
2023-01-15 13:00:00,5091.4277979782155,1881.85502283105,6973.282820809265
2023-01-15 14:00:00,4832.353081019532,1881.85502283105,6714.208103850582
2023-01-15 15:00:00,4630.275689213905,1881.85502283105,6512.130712044955
2023-01-15 16:00:00,4518.247729607874,1881.85502283105,6400.102752438925
2023-01-15 17:00:00,4469.669462561168,1881.85502283105,6351.524485392218
2023-01-15 18:00:00,4458.680073594622,1881.85502283105,6340.535096425672
2023-01-15 19:00:00,4465.546498487936,1881.85502283105,6347.401521318987
2023-01-15 20:00:00,4434.279039291827,0.0,4434.279039291827
2023-01-15 21:00:00,4403.274174050261,0.0,4403.274174050261
2023-01-15 22:00:00,4372.611789892964,0.0,4372.611789892964
2023-01-15 23:00:00,4330.659550237541,0.0,4330.659550237541
2023-01-16 00:00:00,4344.20094760377,0.0,4344.20094760377
2023-01-16 01:00:00,4365.494349800275,0.0,4365.494349800275
2023-01-16 02:00:00,4398.86280940069,0.0,4398.86280940069
2023-01-16 03:00:00,4435.931055385451,0.0,4435.931055385451
2023-01-16 04:00:00,4464.414220645599,0.0,4464.414220645599
2023-01-16 05:00:00,4498.119920034436,0.0,4498.119920034436
2023-01-16 06:00:00,4535.928394050689,0.0,4535.928394050689
2023-01-16 07:00:00,4565.326640190431,0.0,4565.326640190431
2023-01-16 08:00:00,4570.851369739451,1881.85502283105,6452.706392570501
2023-01-16 09:00:00,4563.8465413855665,1881.85502283105,6445.701564216617
2023-01-16 10:00:00,4529.6118425673385,1881.85502283105,6411.466865398388
2023-01-16 11:00:00,4223.684394246634,1881.85502283105,6105.5394170776835
2023-01-16 12:00:00,3824.9473713798907,1881.85502283105,5706.802394210941
2023-01-16 13:00:00,3469.829200156535,1881.85502283105,5351.684222987586
2023-01-16 14:00:00,3193.429962287796,1881.85502283105,5075.284985118846
2023-01-16 15:00:00,3029.272811442214,1881.85502283105,4911.127834273264
2023-01-16 16:00:00,2974.651361069819,1881.85502283105,4856.506383900869
2023-01-16 17:00:00,2969.7957828671524,1881.85502283105,4851.650805698202
2023-01-16 18:00:00,2974.9185184384105,1881.85502283105,4856.77354126946
2023-01-16 19:00:00,3005.9954332324296,1881.85502283105,4887.850456063479
2023-01-16 20:00:00,3045.982040470408,0.0,3045.982040470408
2023-01-16 21:00:00,3110.843927926822,0.0,3110.843927926822
2023-01-16 22:00:00,3125.3336663796613,0.0,3125.3336663796613
2023-01-16 23:00:00,3118.9462360733996,0.0,3118.9462360733996
2023-01-17 00:00:00,3148.983118197709,0.0,3148.983118197709
2023-01-17 01:00:00,3189.5120029555746,0.0,3189.5120029555746
2023-01-17 02:00:00,3214.9509131062655,0.0,3214.9509131062655
2023-01-17 03:00:00,3287.2104158853645,0.0,3287.2104158853645
2023-01-17 04:00:00,3290.6465032654573,0.0,3290.6465032654573
